03:08.5,7.1,,,,,,
21:09.4,19.25,,,,,,
21:13.7,20.5,,,,,,
21:20.3,19.75,,,,,,
21:24.8,19.75,,,,,,
21:29.5,19.75,,,,,,
21:34.7,19.75,,,,,,
21:39.6,20.25,,,,,,
21:44.5,19.75,,,,,,
21:50.0,19.75,,,,,,
21:53.7,19.75,,,,,,
21:59.9,20.75,,,,,,
22:03.0,22.5,,,,,,
22:08.8,22.5,,,,,,
22:14.6,23.5,,,,,,
22:19.8,23.5,,,,,,
22:24.3,24,,,,,,
22:29.1,24,,,,,,
22:34.0,24,,,,,,
22:37.3,23.5,,,,,,
22:42.6,24,,,,,,
22:49.2,24.5,,,,,,
22:54.1,22.5,,,,,,
22:59.4,21.5,,,,,,
23:05.1,21,,,,,,
23:09.2,22,,,,,,
23:10.9,22,,,,,,
23:16.2,22,,,,,,
23:21.3,24,,,,,,
23:26.3,21.5,,,,,,
23:31.8,23.5,,,,,,
23:37.5,24,,,,,,
23:45.2,22.5,,,,,,
23:48.5,22.5,,,,,,
23:54.0,23,,,,,,
23:58.8,22.5,,,,,,
24:03.8,23,,,,,,
24:09.4,25.5,,,,,,
24:13.6,25.5,,,,,,
24:18.9,26.5,,,,,,
24:24.1,26.5,,,,,,
24:25.8,27,,,,,,
24:31.3,26.5,,,,,,
24:36.3,26.5,,,,,,
24:41.4,26.5,,,,,,
24:46.2,26.5,,,,,,
24:51.2,26.5,,,,,,
24:58.9,26.5,,,,,,
25:03.9,26.5,,,,,,
25:08.7,27.5,,,,,,
25:17.6,28.5,,,,,,
25:21.3,28.5,,,,,,
25:28.2,28.5,,,,,,
25:31.9,29,,,,,,
25:37.8,29.5,,,,,,
25:42.2,31,,,,,,
25:43.6,31,,,,,,
25:48.9,34,,,,,,
25:54.1,35,,,,,,
26:00.2,35,,,,,,
26:07.2,35,,,,,,
26:12.5,35,,,,,,
26:17.2,35,,,,,,
26:18.8,35,,,,,,
26:23.9,35,,,,,,
26:29.2,36,,,,,,
26:34.2,37,,,,,,
26:39.2,39,,,,,,
26:44.6,47,,,,,,
26:49.1,47,,,,,,
26:54.1,46,,,,,,
26:59.2,42,,,,,,
27:04.3,49,,,,,,
27:09.2,46,,,,,,
27:14.0,49,,,,,,
27:20.3,45,,,,,,
27:27.3,44,,,,,,
27:32.1,49,,,,,,
27:37.0,49,,,,,,
27:41.9,52.5,,,,,,
27:45.9,52.5,,,,,,
27:49.0,52.5,,,,,,
27:54.2,61.5,,,,,,
27:59.3,77.5,,,,,,
28:04.3,62.5,,,,,,
28:09.1,65,,,,,,
28:14.2,62.5,,,,,,
28:19.5,87.5,,,,,,
28:24.4,87.5,,,,,,
28:29.2,90,,,,,,
28:34.3,90,,,,,,
28:39.2,95,,,,,,
28:44.3,95,,,,,,
28:49.2,95,,,,,,
28:53.9,255,,,,,,
28:59.1,252.5,,,,,,
29:04.1,87.5,,,,,,
29:09.2,105,,,,,,
29:14.1,102.5,,,,,,
29:19.2,105,,,,,,
29:24.2,185,,,,,,
29:29.5,180,,,,,,
29:35.0,180,,,,,,
29:39.4,120,,,,,,
29:44.3,180,,,,,,
29:49.4,200,,,,,,
29:54.6,200,,,,,,
29:59.1,180,,,,,,
30:04.3,215,,,,,,
30:09.3,225,,,,,,
30:14.1,225,,,,,,
30:19.0,225,,,,,,
30:24.3,240,,,,,,
30:29.3,240,,,,,,
30:34.1,255,,,,,,
30:39.2,265,,,,,,
30:44.3,315,,,,,,
30:49.4,290,,,,,,
30:54.2,290,,,,,,
30:59.3,335,,,,,,
31:05.2,495,,,,,,
31:09.2,385,,,,,,
31:14.6,320,,,,,,
31:22.5,415,,,,,,
31:27.2,415,,,,,,
31:32.5,415,,,,,,
31:34.5,415,,,,,,
31:41.0,415,,,,,,
31:44.2,500,,,,,,
31:49.2,340,,,,,,
31:55.3,550,,,,,,
32:03.1,510,,,,,,
32:03.8,410,,,,,,
32:08.9,450,,,,,,
32:14.1,235,,,,,,
32:19.2,235,,,,,,
32:24.3,335,,,,,,
32:29.3,335,,,,,,
32:34.5,335,,,,,,
32:39.2,335,,,,,,
32:49.2,57.5,,,,,,
32:54.2,30.5,,,,,,
32:59.1,15,,,,,,
33:04.2,16.75,,,,,,
33:09.5,19,,,,,,
33:14.1,19.75,,,,,,
33:19.1,22,,,,,,
33:24.1,17.5,,,,,,
33:29.3,28,,,,,,
33:34.2,26,,,,,,
33:39.2,19.75,,,,,,
33:46.0,20.5,,,,,,
33:59.2,22.75,,,,,,
